Open_time,Volume,Quote asset volume,Number of trades,Open_BTCUSDT,High_BTCUSDT,Close_BTCUSDT,Open_ETHUSDT,High_ETHUSDT,Low_ETHUSDT,Close_ETHUSDT,Volume_ETHUSDT,Quote_asset_volume_ETHUSDT,Number_of_trades_ETHUSDT,Open_BNBUSDT,High_BNBUSDT,Low_BNBUSDT,Close_BNBUSDT,Volume_BNBUSDT,Quote_asset_volume_BNBUSDT,Number_of_trades_BNBUSDT,SMA_20,EMA_20,Upper_Band,Middle_Band,RSI,ATR,buy_1000x_high_coinbase,sell_1000x_high_coinbase,total_trades_coinbase,Tweets_Utilizados,Cantidad_neg,Cantidad_neu,Tweets_Utilizados_whale_alert,Buy_1000x_high,sell_1000x_high,Tendencia
2021-10-14,20178003.61000000,827523963.60189986,1204347.00000000,57370.83000000,58532.54000000,57347.94000000,3607.41000000,3824.00000000,3586.04000000,3790.82000000,481894.14730000,1792792932.94418907,1430307.00000000,470.70000000,482.80000000,461.20000000,472.70000000,1431305.92500000,676261023.81674397,845772.00000000,32.45800000,34.08643916,40.34361881,32.45800000,66.14474332,3.64489190,33.00000000,38.00000000,120253.00000000,160,27.00000000,65.00000000,100.00000000,606.00000000,501.00000000,Bajista
2021-10-15,22085746.42600000,916993507.34561205,1533664.00000000,57347.94000000,62933.00000000,61672.42000000,3790.82000000,3907.77000000,3734.10000000,3868.99000000,504321.73200000,1924965953.85849929,1399937.00000000,472.70000000,478.00000000,450.80000000,474.50000000,1508188.78700000,702474058.15540004,882619.00000000,33.13100000,34.96201638,42.20858756,33.13100000,69.57536364,3.72668534,30.00000000,42.00000000,129734.00000000,310,41.00000000,126.00000000,111.00000000,469.00000000,529.00000000,Alcista
2021-10-16,13673173.22900000,587677170.43715107,821141.00000000,61672.42000000,62378.42000000,60875.57000000,3868.38000000,3971.00000000,3803.56000000,3829.96000000,373727.85490000,1452752901.39764810,1037769.00000000,474.50000000,484.70000000,423.00000000,465.80000000,1040477.57100000,490585492.10439998,718791.00000000,33.77650000,35.60849101,43.36351262,33.77650000,65.33103436,3.71192210,20.00000000,30.00000000,92044.00000000,122,20.00000000,43.00000000,46.00000000,470.00000000,361.00000000,Bajista
2021-10-17,10386680.07000000,433074569.93680000,526261.00000000,60875.57000000,61718.39000000,61528.33000000,3829.96000000,3919.19000000,3640.00000000,3846.85000000,368898.98310000,1406207658.84076810,1025324.00000000,465.80000000,472.40000000,454.20000000,470.90000000,890609.84900000,414577714.95899999,546483.00000000,34.49700000,36.22863472,44.31517926,34.49700000,65.87321491,3.68607052,25.00000000,33.00000000,68283.00000000,104,21.00000000,41.00000000,23.00000000,283.00000000,206.00000000,Lateral
2021-10-18,10911226.84000000,455982949.04259998,550249.00000000,61528.32000000,62695.78000000,62009.84000000,3847.00000000,3893.14000000,3676.00000000,3744.96000000,401819.97340000,1520728621.31032801,994548.00000000,471.00000000,487.60000000,466.40000000,484.90000000,1091006.03100000,518750531.87730002,694852.00000000,35.24000000,36.69924094,44.71041921,35.24000000,63.14277102,3.63706548,17.00000000,18.00000000,70832.00000000,160,15.00000000,71.00000000,102.00000000,271.00000000,271.00000000,Bajista
2021-10-19,8843904.77000000,362263239.55870003,405631.00000000,62005.60000000,64486.00000000,64280.59000000,3744.96000000,3886.89000000,3732.00000000,3877.03000000,341268.37230000,1300066269.93314195,925015.00000000,485.00000000,497.60000000,480.30000000,488.10000000,912494.96900000,445294411.09350002,685710.00000000,35.94300000,37.14121799,45.02494274,35.94300000,63.43485097,3.49441795,14.00000000,13.00000000,67030.00000000,256,32.00000000,112.00000000,91.00000000,337.00000000,249.00000000,Lateral
2021-10-20,13310248.05300000,575094186.70469296,991320.00000000,64280.59000000,67000.00000000,66001.41000000,3876.98000000,4169.00000000,3828.05000000,4161.15000000,537383.09732000,2149449047.36731052,1766454.00000000,488.10000000,505.90000000,481.30000000,501.30000000,946412.94000000,467959376.39719999,693317.00000000,36.73300000,37.83443533,45.87804915,36.73300000,68.33144198,3.54053095,18.00000000,12.00000000,94847.00000000,307,56.00000000,141.00000000,91.00000000,350.00000000,415.00000000,Alcista
2021-10-21,14782015.91600000,646186612.18004704,1014715.00000000,66001.40000000,66639.74000000,62193.15000000,4161.37000000,4375.00000000,4013.13000000,4052.99000000,798566.55805000,3335123440.99821186,2380751.00000000,501.30000000,504.90000000,466.00000000,470.90000000,1851835.92900000,900310066.44350004,1225287.00000000,37.27800000,38.31115577,46.51425162,37.27800000,63.62446898,3.54620731,24.00000000,27.00000000,101951.00000000,193,27.00000000,68.00000000,138.00000000,399.00000000,272.00000000,Bajista
2021-10-22,16062749.38000000,715523454.98632002,1241116.00000000,62193.15000000,63732.39000000,60688.22000000,4053.00000000,4167.41000000,3888.00000000,3972.20000000,463222.54280000,1872218697.85109687,1133846.00000000,470.90000000,498.00000000,470.70000000,479.30000000,1118876.63800000,541705782.63950002,722480.00000000,37.85300000,38.80628379,47.13755944,37.85300000,64.73385208,3.55790679,25.00000000,35.00000000,102141.00000000,139,26.00000000,52.00000000,106.00000000,429.00000000,426.00000000,Alcista
2021-10-23,6138290.14000000,269684423.44779998,441867.00000000,60688.23000000,61747.64000000,61286.75000000,3972.19000000,4172.00000000,3937.51000000,4167.12000000,326576.96010000,1323345505.75751710,940891.00000000,479.30000000,485.70000000,472.60000000,485.50000000,521970.79500000,250907116.86120000,425737.00000000,38.44500000,39.29616153,47.69915906,38.44500000,65.47845542,3.42591345,15.00000000,13.00000000,58540.00000000,89,18.00000000,34.00000000,47.00000000,224.00000000,183.00000000,Lateral
2021-10-24,7260724.06000000,310356005.19919997,487576.00000000,61286.75000000,61500.00000000,60852.22000000,4167.13000000,4186.57000000,3961.50000000,4082.33000000,350115.83860000,1421627004.33480310,917969.00000000,485.50000000,486.50000000,467.80000000,475.80000000,590939.03100000,281745798.08969998,483168.00000000,39.00300000,39.58319376,47.76303676,39.00300000,60.36268160,3.38834820,19.00000000,11.00000000,64449.00000000,78,19.00000000,28.00000000,23.00000000,261.00000000,182.00000000,Bajista
2021-10-25,7291785.53000000,318759784.02630001,507703.00000000,60852.22000000,63710.63000000,63078.78000000,4082.33000000,4236.00000000,4067.71000000,4220.37000000,347438.65340000,1445430078.54487991,939963.00000000,475.80000000,488.60000000,474.70000000,485.10000000,632116.76100000,305600064.91520000,548234.00000000,39.66100000,40.05622293,48.00178390,39.66100000,64.44833657,3.33846619,14.00000000,23.00000000,62321.00000000,142,20.00000000,62.00000000,76.00000000,247.00000000,248.00000000,Alcista
2021-10-26,9161833.46000000,406675314.58520001,778131.00000000,63078.78000000,63293.48000000,60328.81000000,4220.36000000,4297.00000000,4090.21000000,4131.52000000,414498.15990000,1739912498.46991491,1285913.00000000,485.10000000,489.80000000,473.50000000,478.10000000,702610.18400000,340191955.26340002,589181.00000000,40.29800000,40.52039217,48.19324566,40.29800000,65.10544249,3.29214717,43.00000000,76.00000000,88554.00000000,158,30.00000000,50.00000000,56.00000000,249.00000000,286.00000000,Lateral
2021-10-27,17560562.15000000,738526790.56130004,1215968.00000000,60328.81000000,61496.00000000,58413.44000000,4131.52000000,4307.00000000,3909.00000000,3922.00000000,704604.25000000,2874313313.39805698,1872190.00000000,478.20000000,486.40000000,435.30000000,448.70000000,1370950.21400000,630367975.44749999,973507.00000000,40.62100000,40.51273578,47.96526279,40.62100000,52.70875530,3.56199381,103.00000000,64.00000000,112155.00000000,137,26.00000000,40.00000000,57.00000000,397.00000000,308.00000000,Bajista
2021-10-28,11629300.38000000,486938116.69840002,726484.00000000,58413.44000000,62499.00000000,60575.89000000,3921.99000000,4295.00000000,3890.17000000,4286.02000000,626378.50550000,2587268364.26143980,1711575.00000000,448.70000000,494.80000000,446.40000000,491.90000000,1523900.00600000,724786890.24030006,1074597.00000000,41.04450000,40.63723713,47.59696663,41.04450000,55.51253226,3.54399425,31.00000000,22.00000000,100342.00000000,170,32.00000000,52.00000000,50.00000000,328.00000000,251.00000000,Alcista
2021-10-29,8788034.21000000,379251608.69980001,560104.00000000,60575.90000000,62980.00000000,62253.71000000,4286.01000000,4460.47000000,4265.97000000,4418.89000000,559231.07691000,2440933126.04865551,1799386.00000000,492.00000000,533.61000000,487.60000000,530.30000000,1411851.43940000,720241822.82567203,1222937.00000000,41.43800000,40.97654788,47.75160309,41.43800000,59.92534103,3.49013752,64.00000000,74.00000000,85357.00000000,126,17.00000000,43.00000000,134.00000000,251.00000000,261.00000000,Alcista
2021-10-30,5254551.32000000,226326757.55730000,339208.00000000,62253.70000000,62359.25000000,61859.19000000,4418.89000000,4434.06000000,4232.20000000,4322.68000000,340223.06900000,1469664811.93683505,1035476.00000000,530.30000000,540.50000000,510.20000000,528.30000000,1095033.12640000,575511112.87632298,1048477.00000000,41.85300000,41.14354332,47.30131387,41.85300000,56.21627514,3.40012769,36.00000000,44.00000000,55452.00000000,110,17.00000000,32.00000000,44.00000000,160.00000000,123.00000000,Bajista
2021-10-31,6375433.77000000,268094221.56990001,390771.00000000,61859.19000000,62405.30000000,61299.80000000,4322.68000000,4399.14000000,4164.35000000,4287.21000000,412856.28930000,1764886607.68762398,1303438.00000000,528.40000000,535.00000000,508.90000000,524.60000000,1018991.81900000,532431987.40439999,914156.00000000,42.28500000,41.29844396,46.42949756,42.28500000,56.29554481,3.32511857,63.00000000,17.00000000,78176.00000000,113,15.00000000,46.00000000,47.00000000,162.00000000,139.00000000,Lateral
2021-11-01,23714028.21300000,1121822068.80107069,2616111.00000000,61299.81000000,62437.74000000,60911.11000000,4287.48000000,4386.58000000,4146.30000000,4319.43000000,417620.70730000,1794319887.30236006,1134036.00000000,524.60000000,551.90000000,511.00000000,551.30000000,1274272.08510000,679389556.77009118,1045678.00000000,43.02550000,42.12525882,47.11224186,43.02550000,67.66088552,3.79261010,76.00000000,83.00000000,176558.00000000,151,26.00000000,57.00000000,78.00000000,491.00000000,861.00000000,Alcista
2021-11-02,19822814.52800000,1008388946.71802485,1679065.00000000,60911.12000000,64270.00000000,63219.99000000,4319.43000000,4599.60000000,4284.43000000,4589.89000000,468184.79301000,2083371519.80682755,1657233.00000000,551.30000000,564.00000000,537.40000000,554.40000000,1153919.13990000,635985237.92559516,1103251.00000000,43.52400000,43.03332941,49.02505953,43.52400000,69.64191021,3.90313795,61.00000000,67.00000000,179800.00000000,181,22.00000000,75.00000000,100.00000000,513.00000000,414.00000000,Alcista
2021-11-03,17237167.47000000,892383869.28269184,1681025.00000000,63220.57000000,63500.00000000,62896.48000000,4589.68000000,4665.87000000,4455.00000000,4603.35000000,448658.35125000,2051737308.01262474,1580640.00000000,554.40000000,570.10000000,537.50000000,568.40000000,1262766.59960000,699196827.64701200,1110367.00000000,44.15550000,44.01491708,50.96384334,44.15550000,71.52069013,4.01505667,44.00000000,46.00000000,150540.00000000,163,21.00000000,64.00000000,94.00000000,401.00000000,443.00000000,Alcista
2021-11-04,14091354.81800000,752535110.92489791,1168396.00000000,62896.49000000,63086.31000000,61395.01000000,4603.35000000,4606.65000000,4420.08000000,4532.32000000,368218.25695000,1663942873.79303598,1019675.00000000,568.40000000,568.90000000,543.60000000,558.70000000,1052950.03300000,584534661.62080002,949944.00000000,44.68250000,44.94873450,52.66810173,44.68250000,72.05286625,3.93755262,44.00000000,31.00000000,119018.00000000,164,32.00000000,53.00000000,65.00000000,352.00000000,387.00000000,Lateral
2021-11-05,8742278.80000000,454487603.34950000,712132.00000000,61395.01000000,62595.72000000,60937.12000000,4532.31000000,4570.05000000,4438.80000000,4474.24000000,305651.72440000,1375503505.22794700,893068.00000000,558.80000000,616.90000000,554.10000000,607.30000000,1989945.54330000,1187156588.99705410,1493105.00000000,45.18300000,45.59742645,53.61307260,45.18300000,66.32474532,3.89701315,11.00000000,13.00000000,90525.00000000,157,22.00000000,54.00000000,82.00000000,272.00000000,172.00000000,Bajista
2021-11-06,8114011.78000000,411523728.38180000,650701.00000000,60940.18000000,61560.49000000,61470.61000000,4474.24000000,4530.00000000,4326.17000000,4518.00000000,322154.09730000,1429791261.31952405,868676.00000000,607.30000000,637.80000000,595.10000000,637.70000000,1366385.95700000,838291690.08416092,1130633.00000000,45.67800000,46.20910013,54.48473288,45.67800000,66.68473906,3.86294078,49.00000000,25.00000000,83250.00000000,114,16.00000000,40.00000000,55.00000000,274.00000000,199.00000000,Lateral
2021-11-07,7102199.25000000,372971989.08639997,581999.00000000,61470.62000000,63286.35000000,63273.59000000,4518.00000000,4637.98000000,4502.37000000,4612.59000000,243596.59520000,1115635571.36518002,834745.00000000,637.70000000,669.30000000,630.50000000,649.60000000,1476373.24870000,968328578.14236307,1237108.00000000,46.23050000,46.78156678,55.22119847,46.23050000,66.97718092,3.74701644,9.00000000,14.00000000,71764.00000000,122,17.00000000,47.00000000,40.00000000,205.00000000,218.00000000,Lateral
2021-11-08,7797418.81000000,412988422.60740000,549923.00000000,63273.58000000,67789.00000000,67525.83000000,4612.59000000,4822.97000000,4612.00000000,4807.98000000,391102.31806000,1850800839.69285679,1344244.00000000,649.50000000,655.70000000,631.00000000,653.50000000,1290096.38400000,829833782.42089999,1107452.00000000,46.83150000,47.40808423,56.03858483,46.83150000,68.66558888,3.63937241,11.00000000,18.00000000,87065.00000000,226,33.00000000,120.00000000,130.00000000,177.00000000,158.00000000,Alcista
2021-11-09,10322506.13000000,536088035.35270000,687062.00000000,67525.82000000,68524.25000000,66947.66000000,4807.98000000,4838.28000000,4713.89000000,4732.33000000,311267.57998000,1489567265.66969109,995668.00000000,653.60000000,656.70000000,631.90000000,635.00000000,879119.39800000,565719151.08850002,913767.00000000,47.14950000,47.72921907,56.44040841,47.14950000,61.05709148,3.58441724,40.00000000,11.00000000,95230.00000000,243,45.00000000,106.00000000,88.00000000,205.00000000,133.00000000,Bajista
2021-11-10,19625912.74000000,955283652.77330005,1301900.00000000,66947.67000000,69000.00000000,64882.43000000,4732.33000000,4868.00000000,4461.93000000,4628.78000000,553596.99163000,2600175501.16048861,1492374.00000000,635.00000000,662.90000000,573.00000000,614.10000000,1814654.08600000,1144508386.26029992,1566685.00000000,47.34450000,47.63500773,56.42679371,47.34450000,51.44441506,4.01267315,39.00000000,43.00000000,156145.00000000,208,33.00000000,78.00000000,80.00000000,401.00000000,249.00000000,Bajista
2021-11-11,9323684.55000000,445829246.23229998,866544.00000000,64882.42000000,65600.07000000,64774.26000000,4628.68000000,4779.00000000,4576.47000000,4719.00000000,303688.97650000,1425610198.74241710,909164.00000000,614.20000000,635.20000000,605.70000000,628.40000000,1019740.94900000,635981486.49010003,964876.00000000,47.54100000,47.61643556,56.45137351,47.54100000,52.83013109,4.00391078,12.00000000,10.00000000,102407.00000000,162,27.00000000,52.00000000,69.00000000,210.00000000,165.00000000,Lateral
2021-11-12,10700975.88000000,491599417.90780002,872012.00000000,64774.25000000,65450.70000000,64122.23000000,4719.00000000,4809.71000000,4507.85000000,4665.46000000,461580.04150000,2146130116.87176728,1206412.00000000,628.40000000,634.50000000,602.70000000,626.90000000,1012909.08800000,628792038.92680001,808543.00000000,47.63850000,47.45296551,56.43146600,47.63850000,49.48425792,3.98077430,11.00000000,8.00000000,98614.00000000,153,29.00000000,49.00000000,92.00000000,282.00000000,188.00000000,Bajista
2021-11-13,6068714.10000000,279926960.72469997,498287.00000000,64122.22000000,65000.00000000,64380.00000000,4665.47000000,4707.60000000,4584.08000000,4644.28000000,220720.66110000,1026142451.54625201,731125.00000000,626.80000000,655.00000000,619.60000000,649.50000000,900107.75700000,574247361.35259998,837297.00000000,47.87650000,47.41649260,56.33083208,47.87650000,51.97290835,3.88857613,3.00000000,5.00000000,62449.00000000,152,38.00000000,52.00000000,42.00000000,148.00000000,168.00000000,Alcista
2021-11-14,4667465.13000000,215921873.10910001,375059.00000000,64380.01000000,65550.51000000,65519.10000000,4644.27000000,4696.05000000,4514.12000000,4626.50000000,245309.06740000,1126786539.40577793,623491.00000000,649.50000000,661.00000000,634.50000000,650.80000000,933689.13900000,605300515.24650002,849977.00000000,47.96850000,47.31873140,56.31539709,47.96850000,50.41825799,3.81153498,6.00000000,2.00000000,53884.00000000,172,23.00000000,75.00000000,23.00000000,135.00000000,53.00000000,Lateral
2021-11-15,6580865.03000000,304443112.86680001,454265.00000000,65519.11000000,66401.82000000,63606.74000000,4626.50000000,4772.01000000,4540.00000000,4563.78000000,375421.66010000,1752738875.79192090,1061676.00000000,650.70000000,659.50000000,630.30000000,633.80000000,953989.63400000,615298900.66270006,1026712.00000000,47.96050000,47.07599508,56.31932881,47.96050000,46.82472426,3.75071105,3.00000000,11.00000000,66974.00000000,139,26.00000000,61.00000000,93.00000000,181.00000000,173.00000000,Bajista
2021-11-16,19699792.90000000,819109093.74689984,1104386.00000000,63606.73000000,63617.31000000,60058.87000000,4563.77000000,4563.77000000,4103.00000000,4209.76000000,735857.06300000,3163788841.06602097,1741259.00000000,633.90000000,635.20000000,573.70000000,588.70000000,2200954.90300000,1320193365.09540009,1606754.00000000,47.98050000,46.48209078,56.26887372,47.98050000,39.47432656,3.95994598,24.00000000,30.00000000,167608.00000000,178,32.00000000,73.00000000,88.00000000,392.00000000,294.00000000,Bajista
2021-11-17,11336082.44000000,461011878.43660003,789733.00000000,60058.87000000,60840.23000000,60344.87000000,4209.59000000,4299.91000000,4063.48000000,4287.80000000,472852.18420000,1980248927.71123123,1146593.00000000,588.80000000,592.60000000,553.70000000,578.00000000,1453408.55500000,832762537.52069986,931271.00000000,48.02700000,46.12665357,56.18602960,48.02700000,44.06957727,3.96423555,17.00000000,24.00000000,92010.00000000,174,30.00000000,62.00000000,131.00000000,250.00000000,195.00000000,Alcista
2021-11-18,14653376.83000000,588692131.89660001,856633.00000000,60344.86000000,60976.00000000,56891.62000000,4288.07000000,4344.81000000,3956.44000000,3996.90000000,576945.18370000,2387588164.85010815,1319866.00000000,577.90000000,588.20000000,510.00000000,531.80000000,1750338.42800000,965930426.15069997,1064211.00000000,47.76850000,45.45078180,56.68828088,47.76850000,38.01578157,4.09107587,10.00000000,19.00000000,109018.00000000,154,37.00000000,48.00000000,135.00000000,307.00000000,232.00000000,Bajista
2021-11-19,8936329.85000000,359833271.32609999,624573.00000000,56891.62000000,58320.00000000,58052.24000000,3996.90000000,4308.97000000,3973.01000000,4294.76000000,420045.08970000,1740904041.28399801,984517.00000000,531.90000000,585.50000000,523.90000000,581.00000000,1300787.95800000,726611378.23759985,899077.00000000,47.69400000,45.04975496,56.80373413,47.69400000,43.02327487,4.07885616,2.00000000,3.00000000,84426.00000000,176,49.00000000,55.00000000,139.00000000,150.00000000,142.00000000,Alcista
